repo_name,PR Title,PR Number,State,Created At,URL,URL status,stars,nb_commits,nb_pulls,nb_chatgpt,nb_issues,contributors,forks,watchers,size,created_at,push_at,is_forked,language,topics,Participants
BoundaryML/baml,Include type aliases in Jinja,1286,closed,2025-01-01 17:54:26+00:00,https://github.com/BoundaryML/baml/pull/1286,True,1940,1735,1055,1,1362,40,70,1940,77581,2023-10-06 18:57:41+00:00,2025-01-28 18:15:52+00:00,False,Rust,"['baml', 'llm', 'boundaryml', 'guardrails', 'llm-playground', 'playground', 'vscode', 'structured-data', 'prompt', 'prompt-config', 'prompt-templates', 'structured-generation', 'structured-output']",2.0
run-llama/llama_index,Add support for gpt-4o-2024-08-06 to multi modal llms,17405,closed,2025-01-01 15:31:32+00:00,https://github.com/run-llama/llama_index/pull/17405,True,38384,5904,6607,1,12410,478,5493,38384,249293,2022-11-02 04:24:54+00:00,2025-01-28 17:51:21+00:00,False,Python,"['agents', 'application', 'data', 'fine-tuning', 'framework', 'llamaindex', 'llm', 'rag', 'vector-database', 'multi-agents']",2.0
gusye1234/llm-as-function,"Added ollama support, added better type system and docs",5,closed,2025-01-01 19:13:30+00:00,https://github.com/gusye1234/llm-as-function/pull/5,True,22,18,6,1,6,4,11,22,88,2023-12-15 08:11:37+00:00,2025-01-09 09:32:22+00:00,False,Python,"['developer-tools', 'gpt', 'llm', 'tools']",1.0
brave/pull-merge,fix(deps): update dependency tiktoken to v1.0.18,227,closed,2025-01-01 01:09:16+00:00,https://github.com/brave/pull-merge/pull/227,True,19,252,226,2,234,5,1,19,626,2023-10-09 13:12:09+00:00,2025-01-28 09:09:20+00:00,False,JavaScript,"['ci', 'github-actions', 'llm', 'openai', 'pull-request']",1.0
brave/pull-merge,fix(deps): update dependency openai to v4.77.0,228,closed,2025-01-01 01:09:23+00:00,https://github.com/brave/pull-merge/pull/228,True,19,252,226,2,234,5,1,19,626,2023-10-09 13:12:09+00:00,2025-01-28 09:09:20+00:00,False,JavaScript,"['ci', 'github-actions', 'llm', 'openai', 'pull-request']",1.0
n3d1117/chatgpt-telegram-bot,Implement TogetherAI and Flux Image Generation,657,closed,2025-01-01 00:22:59+00:00,https://github.com/n3d1117/chatgpt-telegram-bot/pull/657,True,3182,614,193,1,557,45,1467,3182,737,2022-12-04 16:03:58+00:00,2024-12-28 11:23:49+00:00,False,Python,"['chatgpt', 'openai', 'python', 'telegram-bot', 'dall-e', 'whisper']",0.0
tylerism/recipe-generator,Bump the node-dependencies group with 5 updates,1,open,2025-01-01 00:13:27+00:00,https://github.com/tylerism/recipe-generator/pull/1,True,0,27,1,1,1,1,0,0,148,2024-11-08 19:11:57+00:00,2025-01-01 00:13:26+00:00,False,JavaScript,[],2.0
blorm-network/ZerePy,Echochambers_Adapter_v1,47,closed,2025-01-01 23:31:10+00:00,https://github.com/blorm-network/ZerePy/pull/47,True,520,310,88,1,101,25,164,520,885,2024-11-21 16:10:18+00:00,2025-01-28 17:41:46+00:00,False,Python,[],2.0
mendersoftware/meta-mender,chore: bump python from 3.13.0-alpine3.20 to 3.13.1-alpine3.20 in /meta-mender-qemu/docker/qemux86-64,2234,closed,2025-01-01 17:32:44+00:00,https://github.com/mendersoftware/meta-mender/pull/2234,True,168,3551,2247,1,2247,73,190,168,8133,2015-12-07 09:37:44+00:00,2025-01-23 13:53:59+00:00,False,BitBake,[],2.0
mendersoftware/mender,chore: bump src/common/vendor/yaml-cpp from `9ce5a25` to `73ef006`,1721,closed,2025-01-01 12:05:31+00:00,https://github.com/mendersoftware/mender/pull/1721,True,1012,4008,1735,1,1735,65,197,1012,13608,2015-12-07 09:36:43+00:00,2025-01-28 07:35:52+00:00,False,C++,[],1.0
0xPlaygrounds/rig,chore: release,180,closed,2025-01-01 22:42:11+00:00,https://github.com/0xPlaygrounds/rig/pull/180,True,2714,367,159,1,240,28,255,2714,11046,2024-06-05 13:42:28+00:00,2025-01-28 03:36:04+00:00,False,Rust,"['ai', 'llm', 'agent', 'artificial-intelligence', 'automation', 'large-language-model', 'rust', 'scalable-ai', 'generative-ai', 'llmops']",3.0
SuperDataScience-Community-Projects/SDS-CP017-ai-recipe-wizard,Initial Commit : AI Recipe Wizard Streamlit app with Text gen and Ima…,3,closed,2025-01-01 14:54:19+00:00,https://github.com/SuperDataScience-Community-Projects/SDS-CP017-ai-recipe-wizard/pull/3,True,0,53,12,1,12,10,9,0,17548,2024-12-14 15:02:15+00:00,2025-01-16 15:10:15+00:00,False,Jupyter Notebook,[],3.0
NixOS/nixpkgs,python312Packages.*: unpin Boost,370066,closed,2025-01-01 23:05:29+00:00,https://github.com/NixOS/nixpkgs/pull/370066,True,19101,745088,331867,7,376380,377,14785,19101,4833424,2012-06-04 02:49:46+00:00,2025-01-28 18:12:37+00:00,False,Nix,"['nixpkgs', 'nix', 'nixos', 'linux', 'hacktoberfest']",0.0
descope-sample-apps/docs-gpt,Update dependency eslint-config-next to v15.1.0,32,closed,2025-01-01 01:45:39+00:00,https://github.com/descope-sample-apps/docs-gpt/pull/32,True,8,71,36,1,37,2,0,8,446,2024-04-17 21:04:41+00:00,2025-01-17 02:22:03+00:00,False,TypeScript,[],1.0
zy111x/ChatGPT_prompts,[pull] main from rockbenben:main,4,closed,2025-01-01 23:18:01+00:00,https://github.com/zy111x/ChatGPT_prompts/pull/4,True,0,403,9,1,9,6,0,0,16594,2024-10-28 07:40:14+00:00,2025-01-23 17:18:03+00:00,True,TypeScript,[],1.0
gitbai-ster/ChatGPT-Shortcut,[pull] main from rockbenben:main,44,closed,2025-01-01 20:50:05+00:00,https://github.com/gitbai-ster/ChatGPT-Shortcut/pull/44,True,0,403,50,1,50,6,0,0,16594,2023-04-20 07:57:11+00:00,2025-01-23 14:50:09+00:00,True,TypeScript,[],1.0
Roopan-Microsoft/psl-cwyd-main,build: bump openai from 1.48.0 to 1.58.1,113,closed,2025-01-01 05:29:22+00:00,https://github.com/Roopan-Microsoft/psl-cwyd-main/pull/113,True,0,1115,135,1,135,56,7,0,38189,2024-10-06 13:46:59+00:00,2025-01-24 08:24:08+00:00,True,Python,[],1.0
gs1068/slack-gpt-bot,Update module github.com/sashabaranov/go-openai to v1.36.1,3,closed,2025-01-01 11:00:38+00:00,https://github.com/gs1068/slack-gpt-bot/pull/3,True,0,20,10,1,11,2,0,0,58,2024-12-01 06:03:15+00:00,2025-01-22 17:31:52+00:00,False,Go,"['go', 'openai', 'slack-bot']",1.0
slack-samples/bolt-python-ai-chatbot,Bump openai from 1.56.0 to 1.58.1,37,closed,2025-01-01 06:08:21+00:00,https://github.com/slack-samples/bolt-python-ai-chatbot/pull/37,True,38,25,38,1,42,5,14,38,38,2024-07-31 12:35:04+00:00,2025-01-17 20:27:35+00:00,False,Python,[],3.0
NixOS/nixpkgs,xnee: fix build,369812,closed,2025-01-01 00:09:55+00:00,https://github.com/NixOS/nixpkgs/pull/369812,True,19101,745088,331867,7,376380,377,14785,19101,4833424,2012-06-04 02:49:46+00:00,2025-01-28 18:12:37+00:00,False,Nix,"['nixpkgs', 'nix', 'nixos', 'linux', 'hacktoberfest']",0.0
slack-samples/bolt-js-assistant-template,build(deps): bump openai from 4.74.0 to 4.77.0,21,closed,2025-01-01 12:25:16+00:00,https://github.com/slack-samples/bolt-js-assistant-template/pull/21,True,6,11,23,1,23,3,2,6,177,2024-09-04 22:33:48+00:00,2025-01-07 21:07:21+00:00,False,JavaScript,[],2.0
dlt-hub/dlt,"Updated credentials docs ""Added section Destination configuration via Python""",2182,closed,2025-01-01 08:50:48+00:00,https://github.com/dlt-hub/dlt/pull/2182,True,3020,3466,1513,1,2221,84,203,3020,85298,2022-01-26 09:51:04+00:00,2025-01-28 14:12:50+00:00,False,Python,"['data', 'python', 'data-engineering', 'data-lake', 'data-loading', 'data-warehouse', 'elt', 'extract', 'load', 'transform']",0.0
JuliettKhar/reviewer-lib,Bump openai from 4.69.0 to 4.77.0,23,closed,2025-01-01 15:44:42+00:00,https://github.com/JuliettKhar/reviewer-lib/pull/23,True,2,70,29,1,29,2,0,2,182,2024-07-29 23:53:32+00:00,2025-01-19 09:52:53+00:00,False,TypeScript,[],1.0
iyaki/content-curator,Bump openai from 4.73.1 to 4.77.0 in /curator,35,closed,2025-01-01 17:28:45+00:00,https://github.com/iyaki/content-curator/pull/35,True,0,1012,35,1,35,3,0,0,2071,2024-05-23 17:36:57+00:00,2025-01-22 12:18:57+00:00,False,HTML,[],1.0
iloveitaly/gmail-digest,build(deps): bump openai from 1.55.3 to 1.58.1,18,closed,2025-01-01 13:46:52+00:00,https://github.com/iloveitaly/gmail-digest/pull/18,True,4,71,18,1,18,3,1,4,390,2024-07-25 12:27:19+00:00,2025-01-27 14:31:53+00:00,False,Python,"['ai', 'digest', 'email', 'gmail', 'gmail-api', 'llm']",1.0
EngineeringKiosk/PodcastPipelines,Bump openai from 4.67.1 to 4.77.0 in /ai,26,closed,2025-01-01 14:50:20+00:00,https://github.com/EngineeringKiosk/PodcastPipelines/pull/26,True,0,63,26,1,26,3,0,0,333,2022-06-05 10:53:00+00:00,2025-01-01 20:21:26+00:00,False,JavaScript,[],1.0
freelawproject/courtlistener,build(deps): bump openai from 1.52.0 to 1.58.1,4876,closed,2025-01-01 08:03:27+00:00,https://github.com/freelawproject/courtlistener/pull/4876,True,587,18387,2201,1,4709,72,157,587,260785,2014-07-25 13:22:00+00:00,2025-01-28 17:15:59+00:00,False,Python,"['courts', 'government', 'government-data', 'legaltech']",1.0
FullStackWithLawrence/openai-hello-world,chore(deps): bump openai from 1.55.3 to 1.58.1,91,closed,2025-01-01 17:50:52+00:00,https://github.com/FullStackWithLawrence/openai-hello-world/pull/91,True,3,361,93,1,93,5,0,3,321,2024-01-08 16:11:03+00:00,2025-01-22 01:44:05+00:00,False,Python,"['black', 'ci-cd', 'docker', 'docker-compose', 'docker-container', 'dockerfile', 'flake8', 'github-actions', 'mergify', 'openai-api', 'pre-commit', 'prettier-eslint', 'pylint', 'python', 'semantic-release', 'unit-testing', 'chatcompletion', 'chatgpt', 'gpt']",5.0
NixOS/nixpkgs,newlib: 4.4.0.20231231 -> 4.5.0.20241231,369994,closed,2025-01-01 16:10:38+00:00,https://github.com/NixOS/nixpkgs/pull/369994,True,19101,745088,331867,7,376380,377,14785,19101,4833424,2012-06-04 02:49:46+00:00,2025-01-28 18:12:37+00:00,False,Nix,"['nixpkgs', 'nix', 'nixos', 'linux', 'hacktoberfest']",0.0
milliorn/chatgpt-cli,Bump openai from 4.73.1 to 4.77.0 in /nodejs,39,closed,2025-01-01 21:53:43+00:00,https://github.com/milliorn/chatgpt-cli/pull/39,True,1,58,38,1,40,4,1,1,149,2023-05-12 21:57:25+00:00,2025-01-01 21:54:00+00:00,False,Go,"['ai', 'artificial-intelligence', 'chatbot', 'cli', 'command-line-tool', 'conversational-ai', 'developer-tool', 'gpt-3', 'interactive', 'language-model', 'natural-language-processing', 'nlp', 'openai', 'chatgpt', 'chatgpt3', 'command-line-interface', 'chatbots', 'openai-gpt3', 'terminal', 'text-generation']",0.0
ecigar13/azure-container-networking,deps: bump github.com/gorilla/mux from 1.8.0 to 1.8.1,257,open,2025-01-01 12:15:00+00:00,https://github.com/ecigar13/azure-container-networking/pull/257,True,0,1423,259,1,259,57,0,0,72933,2022-05-06 04:45:03+00:00,2025-01-19 01:02:34+00:00,True,Go,[],4.0
NixOS/nixpkgs,vrc-get: 1.8.2 -> 1.9.0,369976,closed,2025-01-01 15:14:29+00:00,https://github.com/NixOS/nixpkgs/pull/369976,True,19101,745088,331867,7,376380,377,14785,19101,4833424,2012-06-04 02:49:46+00:00,2025-01-28 18:12:37+00:00,False,Nix,"['nixpkgs', 'nix', 'nixos', 'linux', 'hacktoberfest']",1.0
FullStackWithLawrence/aws-openai,chore(deps): bump openai from 1.55.3 to 1.58.1 in /api/terraform/python/layer_openai,544,closed,2025-01-01 03:17:01+00:00,https://github.com/FullStackWithLawrence/aws-openai/pull/544,True,59,1764,546,1,555,7,37,59,44805,2023-09-11 17:34:03+00:00,2025-01-22 01:10:07+00:00,False,Python,"['aws', 'aws-api-gateway', 'aws-lambda', 'gpt-35-turbo', 'gpt-4', 'openai', 'python', 'python3', 'terraform', 'openai-api', 'openai-api-python', 'chat-ui-kit-react', 'react', 'langchain', 'langchain-app', 'langchain-python', '12-factor', 'github-actions', 'unit-testing', 'ci-cd']",0.0
childmindresearch/AIMLESS,Bump the production-dependencies group across 1 directory with 5 updates,5,open,2025-01-01 07:52:17+00:00,https://github.com/childmindresearch/AIMLESS/pull/5,True,0,10,5,1,5,2,0,0,29091,2024-11-05 15:35:21+00:00,2025-01-01 07:52:20+00:00,False,Jupyter Notebook,[],2.0
NixOS/nixpkgs,python312Packages.google-api-python-client: 2.147.0 -> 2.158.0,369922,closed,2025-01-01 10:55:33+00:00,https://github.com/NixOS/nixpkgs/pull/369922,True,19101,745088,331867,7,376380,377,14785,19101,4833424,2012-06-04 02:49:46+00:00,2025-01-28 18:12:37+00:00,False,Nix,"['nixpkgs', 'nix', 'nixos', 'linux', 'hacktoberfest']",3.0
NixOS/nixpkgs,amdvlk: 2024.Q4.2 -> 2024.Q4.3,369975,closed,2025-01-01 15:13:08+00:00,https://github.com/NixOS/nixpkgs/pull/369975,True,19101,745088,331867,7,376380,377,14785,19101,4833424,2012-06-04 02:49:46+00:00,2025-01-28 18:12:37+00:00,False,Nix,"['nixpkgs', 'nix', 'nixos', 'linux', 'hacktoberfest']",2.0
midday-ai/languine,Add Fumadocs example,48,closed,2025-01-01 10:21:08+00:00,https://github.com/midday-ai/languine/pull/48,True,1329,244,52,1,70,12,76,1329,9517,2024-12-11 12:59:06+00:00,2025-01-28 15:52:53+00:00,False,TypeScript,[],1.0
NatoBoram/lame,⬆️ Bump github.com/sashabaranov/go-openai from 1.35.6 to 1.36.1 in the minor-production group across 1 directory,29,closed,2025-01-01 09:10:15+00:00,https://github.com/NatoBoram/lame/pull/29,True,0,40,26,1,30,2,0,0,252,2024-09-13 22:57:20+00:00,2025-01-10 03:05:18+00:00,False,Go,"['leopardsatemyface', 'openai', 'reddit']",1.0
coderabbitai/openai-chat-tokens,⬆️ Bump the openai group across 1 directory with 2 updates,71,closed,2025-01-01 12:49:33+00:00,https://github.com/coderabbitai/openai-chat-tokens/pull/71,True,2,96,76,1,77,10,1,2,525,2024-03-18 18:42:17+00:00,2025-01-21 20:49:17+00:00,True,TypeScript,"['openai', 'function-calling']",2.0
NixOS/nixpkgs,utf8proc: 2.9.0 -> 2.10.0,369872,closed,2025-01-01 06:25:22+00:00,https://github.com/NixOS/nixpkgs/pull/369872,True,19101,745088,331867,7,376380,377,14785,19101,4833424,2012-06-04 02:49:46+00:00,2025-01-28 18:12:37+00:00,False,Nix,"['nixpkgs', 'nix', 'nixos', 'linux', 'hacktoberfest']",64.0
ammar-knowledge/ant-design,[pull] master from ant-design:master,804,closed,2025-01-01 14:58:05+00:00,https://github.com/ammar-knowledge/ant-design/pull/804,True,0,27353,900,4,900,374,1,0,183473,2023-07-19 17:37:54+00:00,2025-01-24 18:20:58+00:00,True,TypeScript,[],0.0
stefanb/rye,Bump github.com/sashabaranov/go-openai from 1.32.5 to 1.36.1,185,closed,2025-01-01 09:44:55+00:00,https://github.com/stefanb/rye/pull/185,True,1,1593,190,1,190,13,0,1,117036,2023-12-02 06:29:31+00:00,2025-01-21 21:08:24+00:00,True,Go,[],0.0
ammar-knowledge/semantic-prs,[pull] master from Ezard:master,93,closed,2025-01-01 09:34:04+00:00,https://github.com/ammar-knowledge/semantic-prs/pull/93,True,0,740,109,1,109,5,0,0,16283,2023-04-25 11:58:13+00:00,2025-01-27 21:34:06+00:00,True,TypeScript,[],64.0
ammar-knowledge/ant-design,[pull] master from ant-design:master,805,closed,2025-01-01 20:58:04+00:00,https://github.com/ammar-knowledge/ant-design/pull/805,True,0,27353,900,4,900,374,1,0,183473,2023-07-19 17:37:54+00:00,2025-01-24 18:20:58+00:00,True,TypeScript,[],64.0
ammar-knowledge/ant-design,[pull] master from ant-design:master,803,closed,2025-01-01 08:58:05+00:00,https://github.com/ammar-knowledge/ant-design/pull/803,True,0,27353,900,4,900,374,1,0,183473,2023-07-19 17:37:54+00:00,2025-01-24 18:20:58+00:00,True,TypeScript,[],64.0
ammar-knowledge/ant-design,[pull] master from ant-design:master,802,closed,2025-01-01 02:58:04+00:00,https://github.com/ammar-knowledge/ant-design/pull/802,True,0,27353,900,4,900,374,1,0,183473,2023-07-19 17:37:54+00:00,2025-01-24 18:20:58+00:00,True,TypeScript,[],4.0
SillyTavern/SillyTavern,zh-CN translation staging,3247,closed,2025-01-01 14:05:46+00:00,https://github.com/SillyTavern/SillyTavern/pull/3247,True,9787,8658,1613,1,3342,191,2644,9787,200637,2023-02-09 10:19:24+00:00,2025-01-28 17:57:25+00:00,False,JavaScript,"['ai', 'characters', 'chat', 'llm', 'openai']",1.0
hangyav/textLSP,build(deps): bump the python-packages group with 4 updates,46,closed,2025-01-01 17:38:31+00:00,https://github.com/hangyav/textLSP/pull/46,True,56,169,35,1,47,3,3,56,397,2022-11-18 08:37:17+00:00,2025-01-10 08:57:37+00:00,False,Python,"['grammar-checker', 'language-server', 'language-server-protocol', 'latex', 'org-mode', 'spellchecker', 'artificial-intelligence', 'pygls']",2.0
GPTTF-pyeoDa/pyeoDa-BACK,글감 추천 기능 구현,7,closed,2025-01-01 07:07:47+00:00,https://github.com/GPTTF-pyeoDa/pyeoDa-BACK/pull/7,True,0,14,7,1,7,2,0,0,434,2024-12-17 00:22:25+00:00,2025-01-02 01:26:11+00:00,False,TypeScript,[],2.0
khulnasoft/pr-insight,improve: prompots for enhance,95,open,2025-01-01 20:19:22+00:00,https://github.com/khulnasoft/pr-insight/pull/95,True,0,138,92,1,99,7,4,0,8305,2024-06-12 21:52:37+00:00,2025-01-27 04:07:35+00:00,False,Python,[],2.0
GuilhermeStracini/hello-world-nextjs,[Snyk] Upgrade react-dom from 18.3.1 to 19.0.0,488,closed,2025-01-01 07:58:58+00:00,https://github.com/GuilhermeStracini/hello-world-nextjs/pull/488,True,1,532,502,2,504,6,0,1,4983,2022-01-17 10:49:34+00:00,2025-01-27 23:13:16+00:00,False,JavaScript,"['examples', 'hello-world', 'learn', 'learning', 'nextjs', 'tests', 'hello-world-nextjs']",2.0
GuilhermeStracini/hello-world-nextjs,[Snyk] Upgrade react from 18.3.1 to 19.0.0,487,closed,2025-01-01 07:58:53+00:00,https://github.com/GuilhermeStracini/hello-world-nextjs/pull/487,True,1,532,502,2,504,6,0,1,4983,2022-01-17 10:49:34+00:00,2025-01-27 23:13:16+00:00,False,JavaScript,"['examples', 'hello-world', 'learn', 'learning', 'nextjs', 'tests', 'hello-world-nextjs']",1.0
PolicyEngine/policyengine-app,chore(deps): bump the sub-major group with 16 updates,2283,closed,2025-01-01 10:27:46+00:00,https://github.com/PolicyEngine/policyengine-app/pull/2283,True,43,2964,948,1,2306,66,114,43,233687,2022-10-24 12:26:22+00:00,2025-01-27 11:21:17+00:00,False,JavaScript,[],1.0
mdn/yari,chore(deps): bump @mdn/rari from 0.1.12 to 0.1.13,12384,closed,2025-01-01 16:13:43+00:00,https://github.com/mdn/yari/pull/12384,True,1202,9648,9743,2,12239,191,515,1202,145101,2019-05-22 21:00:31+00:00,2025-01-28 14:31:42+00:00,False,TypeScript,"['yari', 'mdn']",1.0
mdn/yari,chore(deps-dev): bump @types/node from 18.19.68 to 18.19.69 in the types group,12383,closed,2025-01-01 11:31:11+00:00,https://github.com/mdn/yari/pull/12383,True,1202,9648,9743,2,12239,191,515,1202,145101,2019-05-22 21:00:31+00:00,2025-01-28 14:31:42+00:00,False,TypeScript,"['yari', 'mdn']",2.0
DIYgod/RSSHub,feat(route): fix images not displaying in msn news full text,18017,closed,2025-01-01 06:40:19+00:00,https://github.com/DIYgod/RSSHub/pull/18017,True,34954,13720,12211,1,17966,431,7702,34954,330051,2018-04-02 14:43:21+00:00,2025-01-28 16:23:33+00:00,False,TypeScript,"['rss', 'twitter', 'weibo', 'bilibili', 'wechat', 'zhihu', 'pixiv', 'dribbble', 'instagram', 'youtube', 'douban', 'v2ex', 'telegram', 'spotify', 'tiktok', 'lofter', 'rsshub', 'ximalaya']",
