project,pull_number,actor,project_age_month,no_commits,PR_size(SLOC),no_changed_files,time_to_merge_h,is_gpt
Kanaries_graphic-walker,323,observedobserver,16,8,11930,205,5.102,1
Kanaries_graphic-walker,324,islxyqwe,16,1,132,3,4.061,1
Kanaries_graphic-walker,326,observedobserver,16,1,13,2,2.33,1
Kanaries_graphic-walker,327,observedobserver,16,1,2,1,0.076,1
Kanaries_graphic-walker,331,observedobserver,16,1,182,2,34.442,1
Kanaries_graphic-walker,349,islxyqwe,17,3,420,6,8.652,1
Kanaries_graphic-walker,333,observedobserver,17,1,22,1,5.249,1
Kanaries_graphic-walker,332,observedobserver,16,3,65,11,5.618,1
Kanaries_graphic-walker,335,observedobserver,17,1,11,2,1.827,1
Kanaries_graphic-walker,336,observedobserver,17,1,11,1,1.883,1
Kanaries_graphic-walker,337,observedobserver,17,1,355,9,1.457,1
Kanaries_graphic-walker,341,observedobserver,17,2,236,11,0.777,1
Kanaries_graphic-walker,343,islxyqwe,17,4,1082,28,165.924,1
Kanaries_graphic-walker,345,jojocys,17,1,39,4,0.922,1
Kanaries_graphic-walker,346,observedobserver,17,3,195,6,0.199,1
Kanaries_graphic-walker,334,observedobserver,17,1,22,2,0.436,1
Kong_kong,12865,windmgc,112,6,24,7,70.813,1
LAION-AI_Open-Assistant,1781,olliestanley,2,2,9,2,3.374,0
LAION-AI_Open-Assistant,4,yk,0,4,89,12,7.934,0
LI-Mingyu_cndev-tutorial,23,li-mingyu,27,5,579,28,210.438,1
LI-Mingyu_cndev-tutorial,2,li-mingyu,6,1,17,1,0.282,1
LI-Mingyu_cndev-tutorial,13,li-mingyu,7,3,59,8,0.024,1
LibreELEC_LibreELEC.tv,7393,heitbaum,82,1,2,1,40.274,0
Lightning-AI_litgpt,778,carmocca,6,14,170,15,95.893,0
Lightning-AI_pytorch-lightning,17627,awaelchli,49,65,1090,118,578.678,0
Lightning-AI_pytorch-lightning,9634,tchaton,29,1,4,1,9.52,0
Lightning-AI_pytorch-lightning,18194,awaelchli,52,5,95,8,13.149,0
Lightning-AI_pytorch-lightning,18317,carmocca,52,2,25,2,19.152,0
Lightning-AI_pytorch-lightning,18721,carmocca,54,2,41,5,13.237,0
Lightning-AI_pytorch-lightning,18819,awaelchli,54,12,162,16,101.833,0
Lightning-AI_pytorch-lightning,19027,awaelchli,55,1,8,1,57.134,0
Lightning-AI_pytorch-lightning,19196,tchaton,56,10,578,24,5.857,0
Lightning-AI_pytorch-lightning,17597,carmocca,49,22,706,44,1700.791,0
Lightning-AI_pytorch-lightning,18004,carmocca,51,13,723,64,190.801,0
Lightning-AI_pytorch-lightning,19520,carmocca,58,9,55,12,240.227,0
Lightning-Universe_lightning-bolts,580,borda,11,10,77,15,61.31,0
Lightning-Universe_lightning-bolts,676,borda,15,102,2653,137,1156.081,0
Lightning-Universe_lightning-bolts,674,borda,14,2,21,2,7.897,0
Lightning-Universe_lightning-bolts,669,borda,14,1,8,2,10.113,0
Lightning-Universe_lightning-bolts,601,borda,11,7,279,18,1.641,0
Lightning-Universe_lightning-bolts,118,williamfalcon,3,24,278,27,393.97,0
Lightning-Universe_lightning-bolts,501,borda,9,9,134,10,41.729,0
Lightning-Universe_lightning-bolts,164,williamfalcon,4,12,144,13,0.585,0
Lightning-Universe_lightning-bolts,141,williamfalcon,4,5,49,5,11.829,0
Linux4Yourself_book,538,makpif,1,2,111,4,21.596,0
LiteLoaderQQNT_Plugin-List,50,mo-jinran,7,1,4,1,36.626,0
LoneGazebo_Community-Patch-DLL,10385,recursivevision,112,1,105,5,12.21,0
MYONGSIK_Android,107,ssongsik,6,11,1073,99,81.208,0
MacPaw_OpenAI,196,krivoblotsky,15,1,6,1,264.326,0
MacPaw_OpenAI,78,krivoblotsky,5,3,648,12,138.404,0
MajkiIT_polish-ads-filter,14798,majkiit,52,1,10,1,0.337,0
MakeFrog_TechTalk,49,xim-ya,9,73,28155,1108,178.753,0
ManagedKube_kubernetes-ops,430,sekka1,46,3,77,3,0.371,1
MatteoFasulo_Whisper-TikTok,30,matteofasulo,9,3,185,9,1.674,1
MichaIng_DietPi-Docs,371,michaing,7,5,801,13,13.85,0
MicrosoftDocs_microsoft-365-community,822,sympmarc,49,1,2,1,1797.326,0
MicrosoftDocs_azure-docs,112671,jak-ms,80,1,2,1,6.263,0
MinamiChiwa_Trainers-Legend-G,167,chinosk6,24,14,905,15,102.176,0
Moonlark-Dev_XDbot2,427,this-is-xiaodeng,7,14,201,15,0.771,0
Mudlet_Mudlet,6533,vadi2,109,1,15,1,20.038,1
NVIDIA_NeMo,3092,stasbel,26,7,287,18,1682.026,0
NVIDIA_NeMo,7485,titu1994,49,3,296,36,269.532,0
NVIDIA_NeMo,6049,maximumentropy,42,1,43,2,363.962,0
NVIDIA_NeMo,4532,ameyasm1154,35,57,12066,126,401.756,0
NVIDIA_NeMo,6141,davood-m,43,3,26,4,69.691,0
NVIDIA_NeMo,5685,ericharper,40,2,11,2,986.395,0
NVIDIA_TransformerEngine,517,timmoon10,13,20,2122,60,1737.717,0
NVIDIA_TensorRT-LLM,1455,kaiyux,7,0,0,0,0.201,0
NVIDIA_apex,1651,crcrpar,60,1,26,2,0.374,0
NVIDIA_NeMo-Aligner,91,odelalleau,4,1,2,2,4.156,0
NVIDIA_NeMo,8755,ericharper,55,0,0,0,336.415,0
NVIDIA_NeMo,8641,ericharper,55,1,13,1,68.468,0
NVIDIA_NeMo,8088,ericharper,52,11,967,19,829.187,0
NVIDIA_NeMo,8946,pablo-garay,56,1,10,2,22.524,0
NVIDIA_apex,1380,crcrpar,48,22,1061,49,167.219,0
NanoAdblockerLab_NanoContrib,67,jspenguin2017,11,1,44,1,0.825,0
NanoAdblockerLab_NanoContrib,88,jspenguin2017,13,1,12,1,8.686,0
NanoAdblockerLab_NanoContrib,84,jspenguin2017,13,5,40,5,5.337,0
NanoAdblockerLab_NanoContrib,83,jspenguin2017,13,1,34,1,6.627,0
NanoAdblockerLab_NanoContrib,8,jspenguin2017,0,3,34,3,24.974,0
NanoAdblockerLab_NanoContrib,51,jspenguin2017,8,1,10,1,9.176,0
NanoAdblockerLab_NanoContrib,30,jspenguin2017,5,2,7,2,5.352,0
NanoAdblockerLab_NanoContrib,110,jspenguin2017,16,1,24,1,13.697,0
NanoAdblockerLab_NanoContrib,126,jspenguin2017,18,4,41,4,30.62,0
NanoAdblockerLab_NanoContrib,115,jspenguin2017,16,2,21,2,17.671,0
NanoAdblockerLab_NanoContrib,49,jspenguin2017,8,1,9,1,1.752,0
NanoAdblockerLab_NanoContrib,37,jspenguin2017,6,1,10,1,0.133,0
NanoAdblockerLab_NanoContrib,36,jspenguin2017,6,3,14,3,0.939,0
NanoAdblockerLab_NanoContrib,18,jspenguin2017,3,1,33,1,0.323,0
NanoAdblockerLab_NanoContrib,22,jspenguin2017,4,1,6,1,0.021,0
NanoAdblockerLab_NanoContrib,12,jspenguin2017,2,1,10,1,7.247,0
NascentCore_3k,3,justicezyx,2,1,32,1,0.291,0
NascentCore_3k,353,congpeiqing,6,5,100,15,23.651,0
Nat1anWasTaken_Lava,117,nat1anwastaken,16,28,1848,58,2.768,1
Navideck_universal_ble,17,rohitsangwan01,1,8,746,48,7.53,1
Navideck_universal_ble,20,fotidim,1,1,16,1,1.84,1
Navideck_universal_ble,8,fotidim,0,10,272,15,71.451,1
Navideck_universal_ble,23,fotidim,1,5,1362,29,74.633,1
Navideck_universal_ble,16,rohitsangwan01,1,1,21,2,2.486,1
Navideck_universal_ble,9,fotidim,0,2,53,5,0.276,1
Navideck_universal_ble,22,fotidim,1,3,111,7,54.381,1
Navideck_universal_ble,12,fotidim,0,4,190,7,31.795,1
Navideck_universal_ble,28,fotidim,1,8,208,13,1.147,1
Navideck_universal_ble,10,fotidim,0,1,73,5,28.253,1
Navideck_universal_ble,24,fotidim,1,4,540,17,43.322,1
Navideck_universal_ble,3,fotidim,0,14,282,21,5.614,1
Navideck_universal_ble,4,fotidim,0,9,2285,44,51.107,1
Navideck_universal_ble,1,fotidim,0,2,150,10,5.868,1
Navideck_universal_ble,11,fotidim,0,6,776,25,37.053,1
NixOS_nixpkgs,307610,superherointj,142,1,10,1,17.675,0
NixOS_nixpkgs,35666,shlevy,68,10,130,14,1.039,0
NixOS_nixpkgs,304926,nickcao,142,1,10,1,14.884,0
NixOS_nixpkgs,298416,wegank,141,1,10,1,28.807,0
NixOS_nixpkgs,302287,wegank,142,1,10,1,9.817,0
NixOS_nixpkgs,102979,jonringer,101,1,36,1,15.251,0
NixOS_nixpkgs,102980,jonringer,101,1,36,1,15.23,0
NixOS_nixpkgs,121429,samueldr,106,1,4,1,140.878,0
NixOS_nixpkgs,193589,supersandro2000,123,1,15,2,1138.752,0
NixOS_nixpkgs,201859,mweinelt,125,1,12,1,1203.28,0
NixOS_nixpkgs,303584,nickcao,142,1,10,1,28.532,0
NixOS_nixpkgs,286206,marsam,140,1,10,1,14.33,0
NixOS_nixpkgs,289709,bachp,140,1,10,1,8.826,0
NixOS_nixpkgs,291418,nickcao,140,1,10,1,19.241,0
NixOS_nixpkgs,296494,happysalada,141,1,10,1,16.469,0
NixOS_nixpkgs,300499,nickcao,141,1,10,1,20.99,0
NixOS_nixpkgs,189767,markuskowa,123,1,10,1,14.215,0
OI-wiki_OI-wiki,4943,tiphereth-a,59,1,3,1,3.016,0
OSInside_kiwi,47,schaefi,3,1,211,15,67.025,0
OSInside_kiwi,1380,schaefi,51,2,20,3,24.123,0
OdyseeTeam_odysee-frontend,3041,tzarebczan,27,1,26,2,29.977,1
OkGoDoIt_OpenAI-API-dotnet,56,okgodoit,31,9,617,20,167.195,0
OmniSpective_OmniBridge,24,liavatrix,0,3,84,7,2.629,0
OneKeyHQ_app-monorepo,4102,hellohublot,26,5,114,6,478.653,0
Oneflow-Inc_oneflow,5281,jackalcooper,52,1,332,22,174.605,0
Oneflow-Inc_oneflow,6778,oneflow-ci-bot,57,5,34,7,44.32,0
Oneflow-Inc_oneflow,6415,oneflow-ci-bot,55,6,215,11,74.473,0
Oneflow-Inc_oneflow,6286,oneflow-ci-bot,55,5,134,5,14.302,0
Oneflow-Inc_oneflow,6149,oneflow-ci-bot,54,10,386,25,95.081,0
Oneflow-Inc_oneflow,4806,oneflow-ci-bot,50,7,503,27,23.379,0
Oneflow-Inc_oneflow,4753,oneflow-ci-bot,50,20,1233,37,93.054,0
Oneflow-Inc_oneflow,4666,oneflow-ci-bot,50,14,756,31,248.036,0
Oneflow-Inc_oneflow,4500,oneflow-ci-bot,49,5,619,5,24.907,0
Oneflow-Inc_models,177,ldpe2g,8,40,12800,139,688.159,0
Oneflow-Inc_libai,68,thinksoso,2,22,3606,92,1298.547,0
Oneflow-Inc_libai,267,xiezipeng-ml,5,36,2290,57,1471.396,0
Oneflow-Inc_libai,18,l1aoxingyu,1,9,898,19,121.544,0
Oneflow-Inc_libai,11,l1aoxingyu,1,8,545,10,336.131,0
Oneflow-Inc_oneflow,4171,chengtbf,47,5,343,12,145.941,1
Oneflow-Inc_libai,269,cpflame,5,24,1600,67,411.574,0
OpenAtomFoundation_pikiwidb,42,alexstocks,1,7,409,17,189.652,0
OpenAtomFoundation_pikiwidb,221,alexstocks,5,18,1673,63,729.85,0
OpenAtomFoundation_pika,1586,alexstocks,103,28,1195,69,666.218,0
OpenBB-finance_OpenBBTerminal,4835,jmaslek,27,34,1970,35,133.514,1
OpenBB-finance_OpenBBTerminal,4685,didierrlopes,27,36,48472,169,10.805,1
OpenMS_OpenMS,7327,timosachsenberg,120,1,2,1,0.748,1
OpenMS_OpenMS,7328,poshul,120,5,20,5,2.431,1
OpenMS_OpenMS,7326,timosachsenberg,120,15,1965,64,503.712,1
OpenMindClub_awesome-chatgpt,33,ligj1706,4,1,2,1,2596.666,0
PaddlePaddle_PaddleNLP,3962,wawltor,21,17,10167,112,522.809,0
PaddlePaddle_PaddleNLP,3106,junnyu,18,2,48,3,1105.533,0
PaddlePaddle_PaddleNLP,3260,guoshengcs,19,2,46,2,4.801,0
PaddlePaddle_PaddleNLP,3261,zhui,19,3,56,4,48.527,0
PaddlePaddle_PaddleNLP,4247,sijunhe,22,1,2,1,1.696,0
PaddlePaddle_PaddleNLP,4091,joey12300,22,30,2515,82,1187.223,0
PaddlePaddle_PaddleNLP,4141,sijunhe,22,3,107,4,232.325,0
PaddlePaddle_PaddleNLP,4194,lugimzzz,22,10,4277,48,520.974,0
PaddlePaddle_PaddleNLP,2001,yingyibiao,14,1,1735,41,20.938,0
PaddlePaddle_PaddleNLP,4565,sijunhe,23,1,101,1,10.996,0
PaddlePaddle_PaddleNLP,4567,lugimzzz,23,1,13,2,4.237,0
PaddlePaddle_PaddleNLP,4568,sijunhe,23,2,61,7,4.741,0
PaddlePaddle_PaddleNLP,304,guoshengcs,2,32,3811,47,584.693,0
PaddlePaddle_PaddleNLP,4570,sijunhe,23,2,96,4,8.981,0
PaddlePaddle_PaddleNLP,4575,sijunhe,23,1,1203,7,0.553,0
PaddlePaddle_PaddleNLP,4577,sijunhe,23,1,11,1,0.7,0
PaddlePaddle_PaddleNLP,4311,frostml,22,1,36,3,3.698,0
PaddlePaddle_PaddleNLP,3018,frostml,18,15,3536,39,268.236,0
PaddlePaddle_Paddle,54727,from00,82,9,542,28,144.078,0
PaddlePaddle_PaddleNLP,2641,gongel,16,2,737,9,87.807,0
PaddlePaddle_Paddle,50082,heavengate,77,17,2125,39,234.21,0
PaddlePaddle_Paddle,50137,from00,77,4,243,7,44.644,0
PaddlePaddle_Paddle,51426,shentanyue,78,2,67,4,17.562,0
PaddlePaddle_PaddleNLP,459,zhui,3,2,21,2,55.257,0
PaddlePaddle_Paddle,56519,zhangbo9674,84,8,135,16,26.929,0
PaddlePaddle_Paddle,56798,charles-hit,84,4,53,5,48.796,0
PaddlePaddle_Paddle,57084,charles-hit,84,1,247,12,29.979,0
PaddlePaddle_Paddle,57446,from00,85,11,1249,35,30.267,0
PaddlePaddle_PaddleNLP,2917,guoshengcs,17,9,2553,16,254.524,0
PaddlePaddle_Paddle,58346,qingshuchen,86,1,27,1,17.982,0
PaddlePaddle_PaddleFleetX,1056,liujie0926,50,3,224,8,1.289,0
PaddlePaddle_PaddleNLP,1306,zeyuchen,9,1,2,1,12.895,0
PaddlePaddle_PaddleNLP,1974,frostml,14,1,104,18,0.496,0
PaddlePaddle_PaddleNLP,1981,frostml,14,3,125,76,0.079,0
PaddlePaddle_Paddle,47764,haohongxiang,74,3,44,4,41.838,0
PaddlePaddle_PaddleNLP,2108,zeyuchen,15,15,25986,212,127.116,0
PaddlePaddle_PaddleNLP,2521,guoshengcs,16,9,206,9,51.899,0
PaddlePaddle_Paddle,59179,from00,87,54,2092,131,112.859,0
PaddlePaddle_PaddleNLP,4603,sijunhe,23,2,35,5,3.047,0
PaddlePaddle_PaddleNLP,6660,sijunhe,30,1,114,5,2.79,0
PaddlePaddle_PaddleNLP,496,zeyuchen,3,9,1827,9,10.95,0
PaddlePaddle_ERNIE-SDK,116,sijunhe,3,136,9721,514,994.684,0
PaddlePaddle_Paddle,33771,zhhsplendid,58,14,674,30,823.114,0
PaddlePaddle_Paddle,38114,feixliu,63,2,491,35,72.3,0
PaddlePaddle_benchmark,1160,avin0323,32,8,29,9,17.849,0
PaddlePaddle_PaddleNLP,816,zhui,5,16,6257,63,667.769,0
PaddlePaddle_PaddleNLP,7613,zhui,34,2,16,2,92.782,0
PaddlePaddle_PaddleNLP,7576,w5688414,33,4,16,6,340.273,0
PaddlePaddle_PaddleNLP,7224,lugimzzz,32,12,1905,47,741.214,0
PaddlePaddle_PaddleNLP,7186,wj-mcat,32,3,1417,9,42.403,0
PaddlePaddle_PaddleNLP,7115,sijunhe,31,5,99,9,92.677,0
PaddlePaddle_PaddleNLP,7056,sijunhe,31,7,855,31,52.479,0
PaddlePaddle_PaddleNLP,6885,sijunhe,30,2,24,8,1.293,0
PaddlePaddle_PaddleNLP,7478,wawltor,33,17,2240,52,696.121,0
PaddlePaddle_PaddleNLP,6635,sijunhe,30,4,268,10,328.6,0
PaddlePaddle_PaddleNLP,5156,westfish,25,2,323,4,118.39,0
PaddlePaddle_PaddleNLP,5186,wj-mcat,25,3,124,4,89.699,0
PaddlePaddle_PaddleNLP,5216,w5688414,25,2,500,17,3.865,0
PaddlePaddle_Paddle,48650,heavengate,75,10,1385,21,147.731,0
PaddlePaddle_PaddleNLP,5535,wj-mcat,25,2,45,2,46.704,0
PaddlePaddle_PaddleNLP,5538,zhui,26,1,2,1,822.62,0
PaddlePaddle_Paddle,48112,heavengate,75,1,262,3,91.764,0
PaddlePaddle_PaddleNLP,5623,gongel,26,13,317,23,30.255,0
PaddlePaddle_PaddleNLP,569,frostml,4,25,14731,89,1717.859,0
PaddlePaddle_PaddleNLP,5545,wj-mcat,26,4,182,8,127.354,0
PaddlePaddle_PaddleNLP,663,guoshengcs,4,6,705,11,526.549,0
PaddlePaddle_PaddleNLP,5760,sijunhe,26,4,309,12,16.231,0
PaddlePaddle_PaddleNLP,6601,gongel,29,1,467,5,1.697,0
ParabolInc_parabol,7543,nickoferrall,83,24,1078,72,115.063,0
Phala-Network_index-contract,82,tolak,9,68,31049,368,2545.452,1
PickNikRobotics_ros_testing_templates,16,griswaldbrooks,19,7,1186,30,3158.959,1
PostHog_posthog,20268,daibhin,48,36,549,48,215.464,0
PostHog_posthog.com,7086,lior539,42,7,698,9,148.484,0
Pseudo-Lab_labmlai_annotated_deeplearning_paper_implementation,12,movie5,0,5,991,8,162.449,0
Pythagora-io_gpt-pilot,463,senko,4,1,1429,21,496.396,0
QiuSimons_openwrt-mos,163,qiusimons,35,1,627,14,131.153,0
QubesOS_qubes-doc,572,andrewdavidwong,33,1,1,1,15.424,0
QubesOS_qubes-doc,881,andrewdavidwong,54,1,9,1,13.463,0
Quyzi_gpt,16,lucab,15,1,21,1,5.528,0
QwikDev_qwik,3585,manucorporat,22,1,57,1,0.662,0
RIOT-OS_RIOT,13717,fjmolinas,86,1,12,1,12.229,0
RIOT-OS_RIOT,19495,bors[bot],123,5,1060,15,23.948,0
RealKai42_qwerty-learner,475,realkai42,27,1,4,1,0.188,0
RealKai42_qwerty-learner,545,realkai42,29,8,2923,32,506.496,0
RealKai42_qwerty-learner,769,realkai42,38,1,15,1,8.1,0
RedrockMobile_CyxbsMobile_iOS,183,max-xu2004,42,50,4739,150,1043.415,0
Rhetos_Rhetos,479,bantolov,128,5,147,39,32.014,1
RobertCNelson_boot-scripts,41,robertcnelson,41,7,2570,13,36.689,0
RobotLocomotion_drake,19513,rpoyner-tri,112,1,927,9,131.746,1
Runnect_Runnect-Android,275,leeeha,10,61,3842,170,197.885,0
RustCrypto_stream-ciphers,333,tarcieri,80,89,9317,238,4472.545,1
SSWConsulting_SSW.Rules.Content,8065,dhruv-0987,54,23,418,26,25.549,1
SSWConsulting_SSW.Rules.Content,7592,jaydenalchin,51,5,54,8,90.565,1
SSWConsulting_SSW.Rewards.Mobile,625,lukecookssw,52,1,23,3,0.83,0
SalesforceCommerceCloud_pwa-kit,1700,sandragolden,31,1,22,1,0.166,0
Samsung_TizenRT,3324,seonghobyeon,27,1,38,2,1.216,0
SeleniumHQ_selenium,13680,diemol,133,4,244,16,334.023,1
SeleniumHQ_selenium,13683,p0deje,133,8,692,51,87.853,1
SeleniumHQ_selenium,13694,diemol,133,2,7,2,279.551,1
SeleniumHQ_selenium,13698,nvborisenko,134,1,225,4,201.754,1
SeleniumHQ_selenium,13705,diemol,134,2,24,2,197.519,1
SeleniumHQ_selenium,13725,diemol,134,1,26,1,61.19,1
SeleniumHQ_selenium,13727,diemol,134,3,6,3,47.205,1
SeleniumHQ_seleniumhq.github.io,1609,diemol,53,1,45,2,123.754,1
SeleniumHQ_seleniumhq.github.io,1611,diemol,53,4,175,6,1040.74,1
SeleniumHQ_seleniumhq.github.io,1612,harsha509,53,2,150,35,331.39,1
SeleniumHQ_seleniumhq.github.io,1613,diemol,53,5,140,17,200.203,1
SeleniumHQ_selenium,13675,pujagani,133,4,1103,20,5.84,1
SeleniumHQ_selenium,13673,nvborisenko,133,4,82,4,121.199,1
SeleniumHQ_selenium,13668,titusfortner,133,1,11,1,0.936,1
SeleniumHQ_docker-selenium,2173,vietnd96,112,5,306,22,99.207,1
SeleniumHQ_docker-selenium,2167,vietnd96,111,1,6,1,11.936,1
SeongukBaek_algoStudy,58,ksg2388,2,5,910,10,29.434,0
SerbiaStrong-220_space-station-14,64,redict,1,1,568,2,0.519,0
SerenityOS_serenity,18833,adkaster,53,2,123,5,5.382,0
SerenityOS_serenity,760,awesomekling,11,1,55,5,47.953,0
ShipBit_wingman-ai,123,shackless,2,1,5,3,2.705,0
Shopify_product-taxonomy,53,elsom25,0,2,171,14,11.721,1
Shopify_cli,1803,shauns,9,2,64,2,1.192,1
Shopify_cli,1904,amcaplan,10,39,2498,88,166.492,0
Significant-Gravitas_Auto-GPT-Plugins,88,ntindle,0,1,2,1,2.849,0
SillyTavern_SillyTavern,347,cohee1207,3,1,11,1,0.022,0
Sinaptik-AI_pandas-ai,682,gventuri,6,1,24,3,0.172,1
Sinaptik-AI_pandas-ai,753,gventuri,6,4,690,12,11.441,1
Sinaptik-AI_pandas-ai,618,gventuri,5,2,56,2,22.053,1
Sinaptik-AI_pandas-ai,610,gventuri,5,1,16,2,6.666,1
Sinaptik-AI_pandas-ai,876,gventuri,8,1,2,1,9.451,1
Sinaptik-AI_pandas-ai,499,gventuri,4,1,265,10,2.457,1
SocialAI-tianji_Tianji,29,sanbuphy,1,24,1346,68,497.036,0
SocialSisterYi_CxKitty,87,socialsisteryi,12,1,68,2,0.133,0
Songkeys_tsconfig-to-swcconfig,19,songkeys,25,1,42,2,5.259,1
Spiral-AI_SpiralFilm,28,ysasaki6023,8,9,368,15,4.024,1
StanfordBDHG_LLMonFHIR,26,adritrao,1,56,929,68,237.518,1
Stendhalsynd_baekjoon-algorithm-study,50,stendhalsynd,0,1,65,1,2.761,0
Stirling-Tools_Stirling-PDF,797,frooodle,12,8,997,73,0.514,1
Superflows-AI_superflows,101,neuromantic99,2,13,4158,38,168.433,1
Sweet196_Compiler,20,sweet196,1,1,126,1,14.726,0
TNG_please-cli,21,thomas-endres-tng,0,1,10,1,0.603,0
Team-Shaka_Briefing-Backend,98,cyy1007,3,1,8,2,2.381,0
TeamHavit_Havit-Android,877,kimhyeing,17,2,33,3,47.392,0
Telefonica_mistica-design,1122,yceballost,41,1,29,1,0.271,1
TencentBlueKing_blueking-paas,609,shabbywu,9,2,429,26,49.226,0
TencentBlueKing_blueking-paas,566,shabbywu,8,2,261,18,6.46,0
TencentBlueKing_blueking-paas,346,shabbywu,5,4,595,34,235.049,0
TheAssemblyArmada_Thyme,917,xezon,76,2,179,2,6453.963,1
TheExplainthis_AI-Products-All-In-One,9,theexplainthis,0,3,12,3,10.238,0
TheR1D_shell_gpt,94,ther1d,2,1,299,10,215.886,1
ThilinaRajapakse_simpletransformers,516,thilinarajapakse,8,1,10,2,87.336,0
Tomas-M_linux-live,84,tomas-m,84,7,51,18,5314.171,0
TykTechnologies_tyk,5998,andrei-tyk,116,4,138,7,17.982,1
TykTechnologies_tyk,5996,furkansenharputlu,116,2,60,3,23.074,1
TykTechnologies_tyk-docs,4091,dcs3spp,83,1,10,1,42.998,1
TykTechnologies_tyk-docs,4108,dcs3spp,83,4,12,4,5.295,1
TykTechnologies_tyk-docs,4109,dcs3spp,83,9,64,9,6.756,1
TykTechnologies_tyk-docs,4110,dcs3spp,83,4,66,4,5.47,1
TykTechnologies_tyk-docs,4111,dcs3spp,83,4,17,4,5.189,1
TykTechnologies_tyk-docs,4121,dcs3spp,83,4,35,4,0.129,1
TykTechnologies_tyk-docs,4123,dcs3spp,83,1,26,1,0.085,1
TykTechnologies_tyk,5994,furkansenharputlu,116,1,21,2,0.35,1
TykTechnologies_tyk,5993,andrei-tyk,116,4,73,10,3.309,1
TykTechnologies_tyk-docs,4140,dcs3spp,83,9,30,9,659.91,1
TykTechnologies_tyk-docs,4141,yubee116,83,10,788,25,0.177,1
TykTechnologies_tyk,5991,jeffy-mathew,116,1,4,1,6.358,1
TykTechnologies_tyk,5989,furkansenharputlu,116,1,4,1,2.217,1
TykTechnologies_tyk,5988,furkansenharputlu,116,1,3,1,2.818,1
TykTechnologies_tyk,5987,furkansenharputlu,116,1,93,2,5.866,1
TykTechnologies_tyk,5986,jeffy-mathew,116,1,43,4,0.637,1
TykTechnologies_tyk,5985,jeffy-mathew,116,8,51,8,31.036,1
TykTechnologies_tyk,5982,furkansenharputlu,116,1,74,5,0.766,1
TykTechnologies_tyk-docs,4090,dcs3spp,83,2,4,2,164.731,1
TykTechnologies_tyk-docs,4082,dcs3spp,83,13,124,13,1463.278,1
TykTechnologies_tyk,6006,furkansenharputlu,116,1,47,2,23.427,1
TykTechnologies_tyk,6005,andrei-tyk,116,1,8,1,0.33,1
TykTechnologies_tyk-docs,4019,dcs3spp,83,10,577,28,1332.014,1
TykTechnologies_tyk-docs,4027,dcs3spp,83,7,746,33,1333.606,1
TykTechnologies_tyk-docs,4042,keithwachira,83,1,1,1,380.827,1
TykTechnologies_tyk-docs,4046,dcs3spp,83,5,308,19,1250.415,1
TykTechnologies_tyk-docs,4051,dcs3spp,83,9,62,9,1062.999,1
TykTechnologies_tyk-docs,4052,dcs3spp,83,4,43,4,167.395,1
TykTechnologies_tyk-docs,4054,dcs3spp,83,4,632,20,1346.2,1
TykTechnologies_tyk-docs,4057,dcs3spp,83,2,10,4,1840.266,1
TykTechnologies_tyk-docs,4058,dcs3spp,83,3,18,6,19.499,1
TykTechnologies_tyk-docs,4069,dcs3spp,83,2,10,3,123.271,1
TykTechnologies_tyk-docs,4074,dcs3spp,83,12,2546,42,1305.639,1
TykTechnologies_tyk,6004,jeffy-mathew,116,1,32,2,5.614,1
TykTechnologies_tyk-docs,4075,dcs3spp,83,8,206,20,264.092,1
TykTechnologies_tyk,6001,jeffy-mathew,116,1,4,1,4.549,1
TykTechnologies_tyk-docs,4076,dcs3spp,83,136,8451,189,1537.894,1
TykTechnologies_tyk-docs,4078,dcs3spp,83,2,9,2,70.954,1
TykTechnologies_tyk-docs,4080,dcs3spp,83,1,4,1,89.827,1
TykTechnologies_tyk,5980,jeffy-mathew,116,1,32,2,20.183,1
TykTechnologies_tyk,5979,jeffy-mathew,116,1,143,5,16.639,1
TykTechnologies_tyk,5978,buraksezer,116,1,47,2,0.671,1
TykTechnologies_tyk-docs,4198,dcs3spp,84,4,338,11,506.333,1
TykTechnologies_tyk-docs,4205,dcs3spp,84,1,6,1,24.624,1
TykTechnologies_tyk-docs,4208,dcs3spp,84,2,173,3,20.416,1
TykTechnologies_tyk-docs,4215,dcs3spp,84,3,113,9,477.6,1
TykTechnologies_tyk-docs,4216,letzya,84,14,240,14,669.261,1
TykTechnologies_tyk-docs,4231,dcs3spp,84,2,23,2,69.918,1
TykTechnologies_tyk-docs,4232,dcs3spp,84,4,49,4,912.301,1
TykTechnologies_tyk-docs,4234,dcs3spp,84,3,15184,5,899.265,1
TykTechnologies_tyk-docs,4236,dcs3spp,84,11,999,23,549.083,1
TykTechnologies_tyk-docs,4238,dcs3spp,84,2,8,2,139.351,1
TykTechnologies_tyk-docs,4240,dcs3spp,84,1,20,1,24.556,1
TykTechnologies_tyk-docs,4242,dcs3spp,84,1,3,1,50.968,1
TykTechnologies_tyk-docs,4243,dcs3spp,84,1,2,1,23.444,1
TykTechnologies_tyk-docs,4245,dcs3spp,84,12,133,12,189.273,1
TykTechnologies_tyk-docs,4246,dcs3spp,84,1,14,1,25.948,1
TykTechnologies_tyk-docs,4248,dcs3spp,84,1,10,1,21.363,1
TykTechnologies_tyk-docs,4257,dcs3spp,84,2,4,2,2.717,1
