owner_login,name,number
brave,security-action,466
brave,security-action,490
brave,security-action,502
brave,tokenizer,56
brave,uBlock,231
brave,uBlock,233
brave,uBlock,234
brave,uBlock,235
brave,uBlock,236
brave,uBlock,237
brave,uBlock,238
brave,uBlock,239
brave,uBlock,247
cairo-book,cairo-book,147
cardstack,boxel,1157
ceph,ceph,5867
charmbracelet,mods,7
chatwoot,chatwoot,8666
chroma-core,chroma,1217
chroma-core,docs,169
ckb-js,nexus,175
cleder,pygeoif,209
cleder,pygeoif,215
cockroachdb,cockroach,103373
codedog-ai,codedog,22
codedog-ai,codedog,26
codedog-ai,codedog,31
codedog-ai,codedog,36
codedog-ai,codedog,9
coderabbitai,ai-pr-reviewer,218
coderabbitai,ai-pr-reviewer,284
coderabbitai,ai-pr-reviewer,285
coderabbitai,ai-pr-reviewer,494
comfyanonymous,ComfyUI,258
consensus-shipyard,ipc,675
contentful,apps,4456
contentful,template-blog-webapp-nextjs,62
cornell-dti,course-plan,847
cruise-automation,mlir-tcp,62
danny-avila,LibreChat,1230
danny-avila,LibreChat,55
darkrenaissance,darkfi,215
dashpay,dash,5316
dashpay,platform,1657
dashpay,platform,1679
deco-cx,apps,228
deepmodeling,abacus-develop,2435
deepmodeling,abacus-develop,2440
deepmodeling,abacus-develop,2442
demergent-labs,kybra,465
demisto,content,25333
digiteinfotech,kairon,1140
dolthub,go-mysql-server,1695
duneanalytics,spellbook,3240
duplocloud,terraform-provider-duplocloud,374
dust-tt,dust,507
dust-tt,dust,908
easystats,datawizard,372
ecosia,ios-browser,624
ecosia,ios-browser,625
ecosia,ios-browser,626
ecosia,ios-browser,627
ecosia,ios-browser,629
ecosia,ios-browser,630
ecosia,ios-browser,631
ecosia,ios-browser,633
ecosia,ios-browser,634
ecosia,ios-browser,635
edlich,education,469
electricitymaps,electricitymaps-contrib,6485
elodin-sys,elodin,12
elsirion,webimint-rs,72
eonx-com,easy-monorepo,1091
equinor,xtgeo,1127
eunomia-bpf,eunomia-bpf,303
exoascension,vault-chat,23
explodinggradients,ragas,759
f,awesome-chatgpt-prompts,187
f,awesome-chatgpt-prompts,581
f5,unovis,182
facebookresearch,habitat-lab,1800
farcasterxyz,hub-monorepo,590
fastestimator,fastestimator,1473
fastestimator,fastestimator,1475
fiatrete,OpenDAN-Personal-AI-OS,99
filecoin-project,filecoin-docs,1925
filipecalegario,awesome-generative-ai,45
flaree,flare-cogs,188
flathub,flathub,4301
fluxninja,aperture,3023
fluxninja,aperture,3060
fmhy,FMHYedit,511
fmhy,FMHYedit,601
formbricks,formbricks,1277
formbricks,formbricks,1856
formbricks,formbricks,2271
formbricks,formbricks,412
formbricks,formbricks,464
formbricks,formbricks,858
freedomcombination,monorepo,1197
freedomcombination,monorepo,1214
freeverseio,laos,369
frequenz-floss,frequenz-sdk-python,167
fujiapple852,trippy,1046
gem5,gem5,577
getredash,redash,6888
geyserfund,geyser-app,1095
ggerganov,llama.cpp,3841
ggerganov,llama.cpp,753
ghc-proposals,ghc-proposals,270
gip-inclusion,les-emplois,2472
gita,bhagavad-gita-api,92
gitcoinco,grants-stack,2434
github,codeql,13661
google,BIG-bench,142
googleapis,google-cloud-php,5734
greenelab,manubot-gpt-manuscript,18
gretelai,gretel-blueprints,292
growthbook,growthbook,1594
guidance-ai,guidance,239
hackforla,CivicTechJobs,465
hades217,awesome-ai,16
harrisiirak,cron-parser,323
hathach,tinyusb,2569
hcavarsan,kftray,123
hcavarsan,kftray,127
hcavarsan,kftray,143
hcavarsan,kftray,163
helmerapp,micro,31
hicommonwealth,commonwealth,3888
holoviz,panel,6213
holtzy,R-graph-gallery,117
htot,meta-intel-edison,4
huggingface,transformers,30538
hypertrons,hypertrons-crx,713
illacloud,illa-builder,2273
image-source-control,image-source-control,289
image-source-control,image-source-control,290
inkstitch,inkstitch,2720
intercom,intercom-android,601
intercom,intercom-react-native,92
invariant-labs,webapp,657
j178,chatgpt,64
jesse-ai,jesse,407
jina-ai,docsQA-ui,104
johannschopplich,unlazy,15
john-doherty,mixpanel-lite,23
josdejong,jsonrepair,91
jupyterlab,jupyter-ai,564
jxnl,instructor,154
jxnl,instructor,171
jxnl,instructor,173
jxnl,instructor,190
jxnl,instructor,304
kalvilabs,kalvi,19
keyshade-xyz,keyshade,100
keyshade-xyz,keyshade,101
keyshade-xyz,keyshade,102
keyshade-xyz,keyshade,106
keyshade-xyz,keyshade,112
keyshade-xyz,keyshade,129
keyshade-xyz,keyshade,132
keyshade-xyz,keyshade,133
keyshade-xyz,keyshade,144
keyshade-xyz,keyshade,153
keyshade-xyz,keyshade,156
keyshade-xyz,keyshade,158
keyshade-xyz,keyshade,163
keyshade-xyz,keyshade,165
keyshade-xyz,keyshade,168
keyshade-xyz,keyshade,169
keyshade-xyz,keyshade,170
keyshade-xyz,keyshade,88
keyshade-xyz,keyshade,90
keyshade-xyz,keyshade,93
keyshade-xyz,keyshade,98
kirillzyusko,react-native-keyboard-controller,380
krahets,hello-algo,1019
krahets,hello-algo,1206
krishnaik06,The-Grand-Complete-Data-Science-Materials,39
kubaceg,sofar_g3_lsw3_logger_reader,13
kubernetes,kube-openapi,411
kubescape,github-action,65
kubescape,helm-charts,379
kubescape,helm-charts,381
kubescape,helm-charts,382
kubescape,helm-charts,387
kubescape,helm-charts,388
kubescape,helm-charts,389
kubescape,helm-charts,391
kubescape,helm-charts,392
kubescape,helm-charts,394
kubescape,helm-charts,395
kubescape,helm-charts,396
kubescape,helm-charts,398
kubescape,helm-charts,399
kubescape,helm-charts,401
kubescape,helm-charts,402
kubescape,helm-charts,403
kubescape,helm-charts,404
kubescape,helm-charts,405
kubescape,helm-charts,407
kubescape,helm-charts,408
kubescape,helm-charts,412
kubescape,kubevuln,204
kubescape,kubevuln,211
kubescape,kubevuln,213
kubescape,kubevuln,215
kubescape,kubevuln,216
kubescape,operator,205
kubescape,operator,207
kubescape,operator,211
kubescape,operator,212
kubescape,operator,214
kubescape,regolibrary,564
kubescape,regolibrary,566
kubescape,regolibrary,568
kubescape,regolibrary,569
kubescape,regolibrary,570
kubescape,regolibrary,571
kubescape,regolibrary,572
kubescape,regolibrary,573
kubescape,regolibrary,574
kubescape,regolibrary,575
kubescape,regolibrary,576
kubescape,regolibrary,578
kubescape,regolibrary,579
kubescape,regolibrary,580
kubescape,regolibrary,581
kubescape,regolibrary,582
kubescape,regolibrary,584
kubescape,regolibrary,585
kubescape,regolibrary,586
kubescape,regolibrary,587
kubescape,regolibrary,588
kubescape,regolibrary,590
kubescape,regolibrary,591
kubescape,regolibrary,592
kubescape,regolibrary,593
kubescape,regolibrary,594
kubescape,regolibrary,595
kubescape,regolibrary,596
kubescape,regolibrary,597
kubescape,regolibrary,598
kubescape,regolibrary,599
kubescape,regolibrary,600
kubescape,regolibrary,601
kubescape,regolibrary,602
kubescape,regolibrary,603
kubescape,regolibrary,604
kubescape,regolibrary,605
kubescape,regolibrary,606
kubescape,regolibrary,607
kubescape,regolibrary,608
kubescape,regolibrary,609
labring,FastGPT,302
langchain-ai,langchain,7575
langchain-ai,langchain,9563
langchain4j,langchain4j,691
langgenius,dify,2651
langroid,langroid,297
lastmile-ai,semantic-retrieval,87
leanprover-community,mathlib4,10771
leejet,stable-diffusion.cpp,75
leonardocustodio,polkadart,417
leonardocustodio,polkadart,421
leonardocustodio,polkadart,424
leonardocustodio,polkadart,429
leonardocustodio,polkadart,430
leonardocustodio,polkadart,431
leonardocustodio,polkadart,432
leonardocustodio,polkadart,434
lightningnetwork,lnd,7518
line,armeria,4957
lingua-libre,SignIt,60
linka-app,linka,11
linux-odyssey,linux-odyssey,101
linux-odyssey,linux-odyssey,102
linux-odyssey,linux-odyssey,104
linux-odyssey,linux-odyssey,106
linux-odyssey,linux-odyssey,107
linux-odyssey,linux-odyssey,108
linux-odyssey,linux-odyssey,109
linux-odyssey,linux-odyssey,110
linux-odyssey,linux-odyssey,35
linux-odyssey,linux-odyssey,36
linux-odyssey,linux-odyssey,39
linux-odyssey,linux-odyssey,45
linux-odyssey,linux-odyssey,46
linux-odyssey,linux-odyssey,47
linux-odyssey,linux-odyssey,48
linux-odyssey,linux-odyssey,50
linux-odyssey,linux-odyssey,59
linux-odyssey,linux-odyssey,60
linux-odyssey,linux-odyssey,61
linux-odyssey,linux-odyssey,63
linux-odyssey,linux-odyssey,64
linux-odyssey,linux-odyssey,65
linux-odyssey,linux-odyssey,68
linux-odyssey,linux-odyssey,72
linux-odyssey,linux-odyssey,73
linux-odyssey,linux-odyssey,74
linux-odyssey,linux-odyssey,75
linux-odyssey,linux-odyssey,78
linux-odyssey,linux-odyssey,81
linux-odyssey,linux-odyssey,83
linux-odyssey,linux-odyssey,84
linux-odyssey,linux-odyssey,85
linux-odyssey,linux-odyssey,86
linux-odyssey,linux-odyssey,87
linux-odyssey,linux-odyssey,90
linux-odyssey,linux-odyssey,91
linux-odyssey,linux-odyssey,98
linux-odyssey,linux-odyssey,99
lobehub,lobe-chat,1339
logseq,logseq,9358
logseq,logseq,9757
lonekorean,wordpress-export-to-markdown,67
massalabs,station,931
mckaywrigley,chatbot-ui,181
mcmonkeyprojects,sd-infinity-grid-generator-script,47
mdn,content,31016
mdn,yari,10925
meilisearch,documentation,2208
microsoft,FLAML,1048
microsoft,FLAML,986
microsoft,FluidFramework,15613
microsoft,Form-Recognizer-Toolkit,31
microsoft,SynapseML,1930
microsoft,SynapseML,1938
microsoft,SynapseML,1941
microsoft,SynapseML,1948
microsoft,SynapseML,1952
microsoft,SynapseML,1957
microsoft,SynapseML,1961
microsoft,SynapseML,1966
microsoft,SynapseML,1968
microsoft,SynapseML,1969
microsoft,SynapseML,1970
microsoft,SynapseML,1971
microsoft,SynapseML,1972
microsoft,SynapseML,1976
microsoft,SynapseML,1977
microsoft,SynapseML,1980
microsoft,SynapseML,1983
microsoft,SynapseML,1984
microsoft,SynapseML,1985
microsoft,SynapseML,1988
microsoft,SynapseML,1991
microsoft,SynapseML,1992
microsoft,SynapseML,1995
microsoft,SynapseML,1999
microsoft,SynapseML,2000
microsoft,SynapseML,2003
microsoft,SynapseML,2008
microsoft,SynapseML,2011
microsoft,SynapseML,2013
microsoft,SynapseML,2016
microsoft,SynapseML,2019
microsoft,SynapseML,2021
microsoft,SynapseML,2023
microsoft,SynapseML,2029
microsoft,SynapseML,2031
microsoft,SynapseML,2033
microsoft,SynapseML,2035
microsoft,SynapseML,2036
microsoft,SynapseML,2041
microsoft,SynapseML,2042
microsoft,SynapseML,2043
microsoft,SynapseML,2045
microsoft,SynapseML,2046
microsoft,SynapseML,2047
microsoft,SynapseML,2049
microsoft,SynapseML,2050
microsoft,SynapseML,2068
microsoft,SynapseML,2070
microsoft,SynapseML,2078
microsoft,autogen,43
microsoft,gpt-review,1
microsoft,gpt-review,106
microsoft,gpt-review,107
microsoft,gpt-review,108
microsoft,gpt-review,110
microsoft,gpt-review,118
microsoft,gpt-review,13
microsoft,gpt-review,15
microsoft,gpt-review,16
microsoft,gpt-review,21
microsoft,gpt-review,31
microsoft,gpt-review,35
microsoft,gpt-review,36
microsoft,gpt-review,37
microsoft,gpt-review,43
microsoft,gpt-review,48
microsoft,gpt-review,49
microsoft,gpt-review,5
microsoft,gpt-review,50
microsoft,gpt-review,54
microsoft,gpt-review,55
microsoft,gpt-review,56
microsoft,gpt-review,57
microsoft,gpt-review,59
microsoft,gpt-review,6
microsoft,gpt-review,60
microsoft,gpt-review,61
microsoft,gpt-review,64
microsoft,gpt-review,65
microsoft,gpt-review,66
microsoft,gpt-review,69
microsoft,gpt-review,70
microsoft,gpt-review,71
microsoft,gpt-review,72
microsoft,gpt-review,73
microsoft,gpt-review,74
microsoft,gpt-review,75
microsoft,gpt-review,76
microsoft,gpt-review,77
microsoft,gpt-review,78
microsoft,gpt-review,79
microsoft,gpt-review,8
microsoft,gpt-review,80
microsoft,gpt-review,81
microsoft,gpt-review,82
microsoft,gpt-review,83
microsoft,gpt-review,85
microsoft,gpt-review,86
microsoft,gpt-review,87
microsoft,gpt-review,90
microsoft,gpt-review,97
microsoft,gpt-review,99
microsoft,promptflow,2339
microsoft,semantic-kernel,992
mlcommons,GaNDLF,855
mlflow,mlflow,8155
n0-computer,iroh,1124
neo-project,neo,2925
neo-project,neo-devpack-dotnet,902
neoforged,NeoForge,716
neondatabase,website,1598
neovide,neovide,2191
ngaut,jarvis,26
nodejs,nodejs.org,6615
nomad-coe,greenX,57
numbersprotocol,capture-lite,2868
numbersprotocol,capture-lite,2927
nushell,nushell,9290
nventive,UnoApplicationTemplate,328
obophenotype,cell-ontology,1979
obsidianmd,obsidian-releases,1871
ocademy-ai,machine-learning,324
ocademy-ai,machine-learning,336
ocademy-ai,machine-learning,346
ocademy-ai,machine-learning,386
okp4,docs,362
open-neuromorphic,open-neuromorphic.github.io,179
open-space-collective,open-space-toolkit-astrodynamics,296
open-space-collective,open-space-toolkit-astrodynamics,305
open5e,open5e-api,133
openSUSE,agama,306
openai,automated-interpretability,34
openai,chatgpt-retrieval-plugin,110
openai,evals,1021
openai,evals,1056
openai,evals,1116
openai,evals,322
openai,evals,355
openai,evals,450
openai,evals,456
openai,evals,516
openai,evals,771
openpracticelibrary,openpracticelibrary,2119
openvinotoolkit,openvino_notebooks,897
openxla,xla,2859
orta,vscode-twoslash-queries,27
osmosis-labs,osmosis,6548
oss-review-toolkit,ort,8409
owid,etl,2153
owid,etl,2287
paradedb,paradedb,414
parkpow,deep-license-plate-recognition,179
parkpow,deep-license-plate-recognition,182
parkpow,deep-license-plate-recognition,183
parkpow,deep-license-plate-recognition,184
parkpow,deep-license-plate-recognition,185
parkpow,deep-license-plate-recognition,186
parkpow,deep-license-plate-recognition,187
parkpow,deep-license-plate-recognition,189
parkpow,deep-license-plate-recognition,190
parkpow,deep-license-plate-recognition,192
parkpow,deep-license-plate-recognition,197
parkpow,deep-license-plate-recognition,198
parkpow,deep-license-plate-recognition,200
parkpow,deep-license-plate-recognition,201
parkpow,deep-license-plate-recognition,203
payloadcms,payload,4468
pedrorito,ChatGPTSlackBot,3
perma-id,w3id.org,4041
pingcap,docs,13908
pingcap,tidb,46632
pipe-cd,pipecd,4672
pixee,python-security,11
pkgxdev,pkgx,504
plasma-umass,cwhy,15
plausible,analytics,3792
powdr-labs,powdr,950
prebid,Prebid.js,8587
prefix-dev,pixi,430
premAI-io,state-of-open-source-ai,51
primeqa,primeqa,450
primer-io,primer-sdk-ios,723
primer-io,primer-sdk-ios,816
projectdiscovery,openrisk,25
pytorch,executorch,2684
pytorch,pytorch,118469
pytorch,pytorch,99566
pytorch,torchtune,549
qdrant,landing_page,101
quanteda,quanteda.textmodels,60
quantified-uncertainty,squiggle,2093
quarkiverse,quarkus-langchain4j,348
quasar-finance,quasar,360
rapidsai,rmm,1339
rasbt,LLMs-from-scratch,24
razorpay,blade,1769
recap-build,recap,283
rhasspy,piper,109
risingwavelabs,risingwave,8774
risingwavelabs,risingwave,9714
risingwavelabs,risingwave-docs,1211
risingwavelabs,risingwave-docs,1438
risingwavelabs,risingwave-docs,686
rubygems,rubygems.org,4104
rukai,cargo-run-wasm,36
run-llama,llama_index,10409
run-llama,llama_index,515
sanity-io,locales,1
scaffold-eth,se-2-challenges,133
scala,improvement-proposals,65
scikit-bio,scikit-bio,1858
scverse,scverse-tutorials,53
senbox-org,snap-engine,340
senseshift,senseshift-firmware,100
sepandhaghighi,samila,184
seratch,ChatGPT-in-Slack,47
serudda,reward-system,66
skrub-data,skrub,552
smartcontractkit,chainlink-testing-framework,898
smartcontractkit,chainlink-testing-framework,903
smartcontractkit,chainlink-testing-framework,905
smartcontractkit,chainlink-testing-framework,909
smartcontractkit,chainlink-testing-framework,910
smartcontractkit,chainlink-testing-framework,911
smartcontractkit,chainlink-testing-framework,912
smartcontractkit,chainlink-testing-framework,913
smartcontractkit,chainlink-testing-framework,915
smartcontractkit,chainlink-testing-framework,917
smartcontractkit,chainlink-testing-framework,918
smartcontractkit,chainlink-testing-framework,919
smartcontractkit,chainlink-testing-framework,920
smartcontractkit,chainlink-testing-framework,923
smartcontractkit,chainlink-testing-framework,924
smartcontractkit,chainlink-testing-framework,925
smartcontractkit,chainlink-testing-framework,926
smartcontractkit,chainlink-testing-framework,927
smartcontractkit,chainlink-testing-framework,928
smartcontractkit,chainlink-testing-framework,929
smartcontractkit,chainlink-testing-framework,930
smartcontractkit,chainlink-testing-framework,931
smartcontractkit,chainlink-testing-framework,932
smartcontractkit,chainlink-testing-framework,933
smartcontractkit,chainlink-testing-framework,934
smartcontractkit,chainlink-testing-framework,935
smartcontractkit,chainlink-testing-framework,937
smartcontractkit,chainlink-testing-framework,938
smartcontractkit,chainlink-testing-framework,939
smartcontractkit,smart-contract-examples,52
smartcontractkit,smart-contract-examples,56
smartcontractkit,smart-contract-examples,58
smartcontractkit,smart-contract-examples,59
snapshot-labs,snapshot-sequencer,172
sofn-xyz,mailing,398
sonata-project,SonataAdminBundle,8025
sourcegraph,sourcegraph,51208
sourcegraph,sourcegraph,62430
spryker,oryx,799
ssc-sp,datahub-portal,1043
ssvlabs,ssv-spec,251
stargate,stargate,2606
succinctlabs,sp1,466
superhero-com,superhero-wallet,1739
symfony,symfony,52241
symfony,symfony,52279
symfony,symfony,52297
symfony,symfony,54522
taichi-dev,taichi,8089
tailcallhq,tailcall,528
talmolab,sleap,1272
tauri-apps,tauri-docs,1397
tauri-apps,tauri-docs,1404
tauri-apps,tauri-docs,1411
tiann,KernelSU,1410
tilburgsciencehub,website,966
tldr-pages,tldr,4961
toeverything,AFFiNE,5917
toeverything,AFFiNE,5920
toeverything,AFFiNE,5921
toeverything,AFFiNE,5922
toeverything,AFFiNE,5923
toeverything,AFFiNE,5927
tokens-studio,graph-engine,239
toptal,picasso,3389
tracim,tracim,6229
trongate,trongate-framework,162
truera,trulens,991
trustoverip,tswg-did-method-webs-specification,99
ublue-os,isogenerator-old,18
ultralytics,actions,69
ultralytics,assets,42
ultralytics,docs,56
ultralytics,flickr_scraper,20
ultralytics,google-images-download,26
ultralytics,hub,552
ultralytics,hub-sdk,96
ultralytics,mkdocs,42
ultralytics,pip,11
ultralytics,stars,24
ultralytics,template,16
ultralytics,ultralytics,7867
ultralytics,velocity,22
ultralytics,velocity,23
ultralytics,wave,15
ultralytics,wave,16
ultralytics,xview-yolov3,50
ultralytics,yolov3,2187
ultralytics,yolov5,12678
undefined-academy,semana-1,92
unskript,Awesome-CloudOps-Automation,192
uzh-bf,klicker-uzh,3756
uzh-bf,klicker-uzh,3790
uzh-bf,klicker-uzh,3791
uzh-bf,klicker-uzh,3792
uzh-bf,klicker-uzh,3793
uzh-bf,klicker-uzh,3794
wandb,wandb,5620
webaverse,app,3042
webbertakken,reviewer,17
webbertakken,reviewer,42
webstudio-is,webstudio,1759
wikimedia,wikipedia-preview,186
willowtreeapps,vocable-ios,724
withastro,astro,7352
wixplosives,engine,1907
woocommerce,woocommerce,39142
yGuy,chatgpt-mattermost-bot,15
yanyongyu,githubkit,86
yearn,yearn.fi,65
ymcui,Chinese-LLaMA-Alpaca,630
zauberzeug,nicegui,1238
zincware,ZnTrack,757
neelnanda-io,TransformerLens,245
